"Início dos relatórios","Encerramento dos relatórios","Nome da campanha","Veiculação da campanha","Configuração de atribuição",Resultados,"Indicador de resultados",Alcance,Frequência,"Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Término,Impressões,"CPM (custo por 1.000 impressões) (BRL)","Cliques no link",shop_clicks,"CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","Cliques (todos)","CTR (todos)","CPC (todos) (BRL)","Visualizações da página de destino","Custo por visualização da página de destino (BRL)","Finalizações de compra iniciadas","Valor de conversão de finalizações de compra iniciadas","Custo por finalização de compra iniciada (BRL)","Finalizações da compra iniciadas no site"
2026-07-16,2026-07-17,"[TRFG] [LP] [COOKIE]",active,"Clique de 7 dias ou visualização de 1 dia",255,actions:link_click,12105,1.026931,0.22647059,"Usando o orçamento do conjunto de anúncios",0,57.75,Contínuo,12431,4.645644,255,,0.226471,2.051323,414,3.330384,0.139493,155,0.372581,,,,
